Entity,Code,Year,Coal Consumption - TWh,Oil Consumption - TWh,Gas Consumption - TWh,Nuclear Consumption - TWh,Hydro Consumption - TWh,Wind Consumption - TWh,Solar Consumption - TWh,Geo Biomass Other - TWh
Algeria,DZA,1989,9.78083,103.9366611111111,182.6825,0,0.6277777777777778,0,0,0
Algeria,DZA,1990,7.66417,111.81161583333332,195.09875,0,0.375,0,0,0
Algeria,DZA,1991,7.9084,110.6277861111111,192.6925,0,0.8138888888888889,0,0,0
Algeria,DZA,1992,9.39704,111.29265555555556,198.94875,0,0.5527777777777778,0,0,0
Algeria,DZA,1993,7.65254,110.75487666666666,178.54375,0,0.9805555555555556,0,0,0
Algeria,DZA,1994,7.2106,106.05089583333331,188.16875,0,0.4611111111111111,0,0,0
Algeria,DZA,1995,7.2106,103.14228277777778,202.22125,0,0.5361111111111111,0,0,0
Algeria,DZA,1996,3.39596,98.42207972222222,207.7075,0,0.375,0,0,0
Algeria,DZA,1997,5.95456,97.64341944444443,194.04,0,0.2083333333333333,0,0,0
Algeria,DZA,1998,6.37324,100.65874805555556,200.68125,0,0.5972222222222222,0,0,0
Algeria,DZA,1999,6.82681,98.89834583333334,205.10875,0,0.5638888888888889,0,0,0
Algeria,DZA,2000,5.64055,103.1324797222222,191.0129375,0,0.15,0,0,0
Algeria,DZA,2001,6.5128,106.77533388888888,197.322125,0,0.1904219444444444,0,0,0
Algeria,DZA,2002,8.54805,118.39722972222222,194.838875,0,0.1562902777777777,0,0,0
Algeria,DZA,2003,7.04778,123.17411805555555,205.9316875,0,0.721955,0,0,0
Algeria,DZA,2004,8.40849,128.74683027777778,211.8991875,0,0.679458611111111,0,0,0
Algeria,DZA,2005,6.90822,134.213385,223.559875,0,1.4936866666666666,0,0,0
Algeria,DZA,2006,10.25766,139.84572083333333,228.4975,0,0.5816352777777778,0,0,0
Algeria,DZA,2007,8.80391,156.38999638888887,233.80681444444443,0,0.6003124999999999,0,0,0
Algeria,DZA,2008,8.80391,169.91589638888888,244.041875,0,0.7470497222222222,0,0,0
Algeria,DZA,2009,5.65218,180.13442944444444,262.117625,0,0.8972222222222221,0,0,0
Algeria,DZA,2010,3.6053,181.6119161111111,253.27225,0,0.4510736111111111,0,0.0237222222222222,0
Algeria,DZA,2011,3.19825,192.22765305555555,267.969625,0,0.9795730555555556,0,0.0469541666666666,0
Algeria,DZA,2012,3.39596,204.39526777777775,298.74075,0,1.0019697222222224,0,0.0688319444444444,0
Algeria,DZA,2013,1.83754,213.576385,321.215125,0,0.2534638888888889,0,0.0732227777777777,0
Algeria,DZA,2014,2.08177,221.92515277777775,360.91825,0,0.4911677777777777,0.0025444444444444,0.1526947222222222,0
Algeria,DZA,2015,1.54679,236.14848333333333,379.225,0,0.3668155555555555,0.0480655555555555,0.1467261111111111,0
Algeria,DZA,2016,0.56987,229.5638513888889,385.9625,0,0.181065,0.0479119444444444,0.6161241666666666,0
Algeria,DZA,2017,2.11666,225.51211583333333,394.625,0,0.1399999999999999,0.0475,1.26,0
Algeria,DZA,2018,5.815,229.33779805555557,434.0875,0,0.2907894444444444,0.0248611111111111,1.4986841666666666,0
Algeria,DZA,2019,4.80319,237.00309555555555,451.4125,0,0.376385,0.0247499999999999,1.5228730555555554,0
Algeria,DZA,2020,4.80319,201.25485111111112,430.815,0,0.1233561111111111,0.0197499999999999,1.480272222222222,0
Argentina,ARG,1965,8.455049166666667,275.24028166666665,41.234,0,3.4027777777777777,0,0,0
Argentina,ARG,1966,6.971818333333333,283.8862780555555,44.6572,0,3.447222222222222,0,0,0
Argentina,ARG,1967,7.840396944444445,290.7273016666666,46.69945,0,3.530555555555556,0,0,0
Argentina,ARG,1968,7.619035277777778,296.77116166666667,51.999575,0,4.161111111111111,0,0,0
Argentina,ARG,1969,9.12217,307.97903444444444,51.805075,0,3.733333333333333,0,0,0
Argentina,ARG,1970,11.722598333333334,278.4058394444444,58.5445,0,4.319444444444445,0,0,0.047540991
Argentina,ARG,1971,10.277541944444444,296.48773416666666,63.202775,0,4.288888888888889,0,0,0.049864614
Argentina,ARG,1972,8.651295,295.1728380555556,70.924425,0,4.177777777777777,0,0,0.064353152
Argentina,ARG,1973,9.496521944444444,297.23879916666664,80.707775,0,8.316666666666666,0,0,0.049042434
Argentina,ARG,1974,11.825921944444444,297.09722666666664,85.42439999999999,2.8777777777777778,13.966666666666663,0,0,0.050067671
Argentina,ARG,1975,11.510940277777776,281.26943027777776,87.52499999999999,6.991666666666667,14.447222222222225,0,0,0.054922642
Argentina,ARG,1976,11.642585277777776,290.1952763888889,98.51425,7.144444444444444,13.925,0,0,0.050202792
Argentina,ARG,1977,11.008503055555556,305.6309725,102.8905,4.547222222222222,16.016666666666666,0,0,0.053855108
Argentina,ARG,1978,13.419195277777778,297.26914694444446,100.07025,8.044444444444444,21.53333333333333,0,0,0.054136662
Argentina,ARG,1979,12.501673888888888,319.8497486111111,102.8905,7.477777777777778,29.61111111111111,0,0,0.084393763
Argentina,ARG,1980,11.14458972222222,296.9779736111111,112.12925,6.5,42.06666666666666,0,0,0.086251568
Argentina,ARG,1981,10.560467222222222,278.5659058333333,117.18625,7.822222222222222,40.79166666666667,0,0,0.0747225
Argentina,ARG,1982,10.66607611111111,265.0183488888889,133.13525,5.194444444444445,48.86944444444445,0,0,0.095912465
Argentina,ARG,1983,9.679963333333331,268.7532136111111,143.152,9.458333333333332,51.16388888888888,0,0,0.137314784
Argentina,ARG,1984,7.185223611111111,255.6005861111111,152.39075,12.891666666666666,55.22222222222222,0,0,0.097392792
Argentina,ARG,1985,10.599605833333332,237.5202363888889,155.69725,16.016666666666666,57.35,0,0,0.103321614
Argentina,ARG,1986,12.109349444444444,249.71896305555555,168.2425,15.863888888888887,58.35833333333333,0,0,0.107078921
Argentina,ARG,1987,13.439672777777778,266.5530766666667,168.33975,17.958333333333332,60.66944444444445,0,0,0.108156823
Argentina,ARG,1988,13.772349722222222,268.3337413888889,196.6395,16.105555555555554,41.75833333333333,0,0,0.121116047
Argentina,ARG,1989,14.902768055555557,246.3207436111111,206.559,13.997222222222222,36.013888888888886,0,0,0.119376908
Argentina,ARG,1990,12.266132222222222,229.9596961111111,197.32025,20.225,49.65555555555556,0,0,0.106763284
Argentina,ARG,1991,10.7940125,240.25671166666663,200.9185,21.544444444444444,45.05833333333333,0,0,0.099600404
Argentina,ARG,1992,12.16816361111111,252.69298166666667,217.2565,19.669444444444444,54.94180694444445,0,0,0.101865495
Argentina,ARG,1993,8.069987222222222,247.75331083333333,229.41275,21.52777777777778,65.43187416666667,0,0,0.107438403
Argentina,ARG,1994,7.0651069444444445,261.4820683333333,235.83125,22.875,77.70218861111111,0,0,0.119290038
Argentina,ARG,1995,7.414152499999999,259.5302825,262.47775,19.627777777777776,79.05033666666665,0,0,0.115592457
Argentina,ARG,1996,7.766816111111111,259.7977241666667,301.18325,20.719444444444445,72.06994944444445,0.0267166666666666,0,0.351397492
Argentina,ARG,1997,6.127713888888889,275.2863658333333,277.5515,22.113888888888887,91.74988777777776,0.0405333333333333,0,0.44563205
Argentina,ARG,1998,8.237409444444443,283.2721097222222,296.70975,20.702777777777776,90.06052194444443,0.0903916666666666,0.00004722222222222221,0.463881203
Argentina,ARG,1999,9.885469444444444,286.95976055555553,314.701,19.738888888888887,73.69464083333334,0.0966138888888888,0.00007222222222222222,0.650455143
Argentina,ARG,2000,7.512647222222222,264.89783944444446,322.96725,17.15833333333333,94.53891694444444,0.09655,0.0001,0.67501431
Argentina,ARG,2001,6.156852222222222,245.2950138888889,302.35025,19.48100638888889,115.64212083333334,0.1362236111111111,0.0001186111111111,0.60932585
Argentina,ARG,2002,4.586296388888889,232.81517444444447,294.37575,15.960806388888887,113.69997722222222,0.2012716666666666,0.0001288888888888,0.850248638
Argentina,ARG,2003,5.593864722222222,237.4220572222222,336.2905,20.6125,106.46816888888888,0.2123747222222222,0.0001772222222222,1.014079858
Argentina,ARG,2004,9.519819444444444,254.6864461111111,368.09125,21.30143305555556,95.83581833333332,0.1961116666666666,0.0001894444444444,0.90029509
Argentina,ARG,2005,10.961645,266.7581122222222,392.89,18.4875,105.84676361111111,0.1929169444444444,0.0002177777777777,1.074072901
Argentina,ARG,2006,9.923820555555556,281.3517575,406.505,20.637893055555555,116.60503138888888,0.1861447222222222,0.0002405555555555,1.567410315
Argentina,ARG,2007,14.36036111111111,313.74554277777776,427.122,19.2684375,100.24953111111112,0.1636063888888888,0.0002888888888888,1.575708696
Argentina,ARG,2008,17.51606861111111,317.0516533333333,431.88725,19.518323055555555,98.19611805555556,0.1107405555555555,0.0003805555555555,1.693536384
Argentina,ARG,2009,9.620938055555555,303.05770527777776,418.3555827777778,21.467746944444443,106.99243833333333,0.0966258333333333,0.0001997222222222,1.728756162
Argentina,ARG,2010,13.47208,328.1579833333333,420.8741655555555,18.79907972222222,105.7102761111111,0.0661008333333333,0.0002238888888888,2.01325481
Argentina,ARG,2011,14.618645277777777,340.0057697222222,438.3978869444444,16.585365833333334,102.72820111111112,0.0689083333333333,0.0041944444444444,2.190205828
Argentina,ARG,2012,13.669180555555554,361.2563983333333,456.6420933333333,16.49,94.98363638888888,0.9526747222222222,0.0210555555555555,2.45382161
Argentina,ARG,2013,14.939302777777778,383.7835186111111,460.2768897222222,15.891415555555556,104.20180722222224,1.1606977777777776,0.0385933333333333,2.45735005
Argentina,ARG,2014,15.891716666666666,379.91561777777775,461.5497905555556,14.03263472222222,103.99520944444444,1.5765488888888888,0.0405761111111111,2.302025252
Argentina,ARG,2015,15.814129166666666,387.3086522222222,466.5256827777777,17.806994166666666,105.67043166666666,1.5009961111111112,0.0371444444444444,2.378258598
Argentina,ARG,2016,12.188641388888888,375.29423333333335,482.1001119444445,20.835059166666667,96.20187666666666,1.3764944444444442,0.0358936111111111,1.963408643
Argentina,ARG,2017,12.525288055555556,370.8971902777778,483.00028555555554,15.22,103.85744638888887,1.5289175,0.0410425,2.383654508
Argentina,ARG,2018,13.709147777777778,353.2107044444444,487.0423969444445,17.079532222222223,103.51077611111111,3.511203333333333,0.2687441666666667,0.473010421
Argentina,ARG,2019,8.1239625,318.8111663888889,465.5947283333333,20.90669583333333,91.78538916666666,12.371094444444443,1.9802252777777776,0.622944562
Argentina,ARG,2020,8.860226111111112,287.4443577777778,439.29859583333337,26.30548138888889,75.35471277777778,23.3643625,3.3166505555555554,0.413941191
Asia Pacific,,1965,2780.731447222222,1920.1872613888888,56.231967777777776,0.0694444444444444,433.5820961111111,0,0,1.644
Asia Pacific,,1966,2931.512194444444,2190.4419666666668,62.38925305555556,1.622222222222222,450.8661866666666,0,0,1.643
Asia Pacific,,1967,2854.298672222222,2552.274572222222,71.39151194444445,1.747222222222222,424.6298538888889,0,0,1.424
Asia Pacific,,1968,2896.733147222222,2918.12605,77.81803055555557,2.9,467.3586638888888,0,0,1.577
Asia Pacific,,1969,3250.1878555555554,3389.4172055555555,102.60042444444444,5.018837777777778,483.78834277777776,0,0,1.608
Asia Pacific,,1970,3631.138588888889,3940.350597222222,142.32472527777776,16.358728888888887,501.9722511111111,0,0,1.776704
Asia Pacific,,1971,3886.852383333333,4381.1474194444445,169.55090916666666,25.085781666666666,553.5613327777777,0,0,1.754611
Asia Pacific,,1972,4036.5912416666665,4717.656913888889,196.4152638888889,29.463741666666667,569.7667027777777,0,0,1.785591
Asia Pacific,,1973,4134.176399999999,5366.534088888889,242.4114608333333,33.44567555555555,538.9211777777778,0,0,1.834998
Asia Pacific,,1974,4234.736277777778,5331.726044444445,302.3359213888889,61.18895499999999,605.2905819444444,0,0,2.496269105
Asia Pacific,,1975,4557.451227777778,5306.770397222222,351.24374666666665,77.4396838888889,645.6784733333333,0,0,2.654334368
Asia Pacific,,1976,4665.680858333334,5643.635994444445,406.0529113888888,103.47813666666669,647.9260274999999,0,0,2.587064579
Asia Pacific,,1977,4975.578105555556,5932.813136111111,499.8471169444444,94.46730611111111,630.6619833333333,0,0,2.622443474
Asia Pacific,,1978,5219.29566111111,6301.567852777778,599.6766680555555,185.3834611111111,658.4622483333333,0,0,2.917471368
Asia Pacific,,1979,5472.163027777778,6463.623305555555,685.4793230555556,228.53788388888887,713.8385408333332,0,0,3.712920421
Asia Pacific,,1980,5784.005813888889,6127.366588888889,735.7758755555556,268.87514111111113,759.5756077777777,0,0,5.173433158
Asia Pacific,,1981,5975.036080555556,5959.108447222222,743.9332625,288.9421316666666,804.8046949999999,0,0,7.071965421
Asia Pacific,,1982,6185.451722222222,5798.668977777777,773.78874,337.92071,785.1866316666667,0,0,15.95189475
Asia Pacific,,1983,6548.070175,5855.894347222223,854.4700425,404.1935061111111,831.5038077777778,0,0,18.06780657
Asia Pacific,,1984,7115.320049999999,6066.531416666667,999.6436919444444,486.1549766666666,831.6852611111111,0,0,19.74213741
Asia Pacific,,1985,7676.9157444444445,6021.54825,1086.3900308333334,583.1854894444444,889.0128149999999,0,0,20.79148751
Asia Pacific,,1986,7972.320025,6246.32025,1186.077412777778,628.2446666666667,911.5530616666668,0,0,21.68989005
Asia Pacific,,1987,8546.442419444444,6451.111333333333,1259.0136233333333,740.7594866666667,908.0313366666668,0,0,22.00974994
Asia Pacific,,1988,9157.763008333332,7008.652502777777,1342.710006388889,696.9999683333334,1004.9618380555556,0,0,23.82670473
Asia Pacific,,1989,9570.23628888889,7443.342813888888,1409.2747855555556,737.7680105555555,1077.8986941666667,0,0,26.24333903
Asia Pacific,,1990,9775.451658333332,7890.290891666666,1520.1904127777775,797.6069577777778,1109.0876188888888,0.0897866666666666,0.0111111111111111,22.33408198
Asia Pacific,,1991,10176.3019,8225.419575,1667.9393213888889,850.35545,1140.345201111111,0.3388913888888888,0.02625,22.83825194
Asia Pacific,,1992,10529.560044444444,8783.481202777777,1781.3179436111109,873.238846111111,1115.3462505555556,0.6124277777777778,0.0766666666666666,23.00633425
Asia Pacific,,1993,11082.445644444444,9163.349566666668,1866.5713466666664,967.8605344444444,1223.019223888889,0.8662130555555555,0.1197222222222222,22.89851394
Asia Pacific,,1994,11635.268272222222,9701.833538888888,2031.9698102777777,1033.4959383333332,1231.3838822222222,1.6210780555555555,0.1483333333333333,26.37097959
Asia Pacific,,1995,11910.25588611111,10384.905997222222,2128.460814722222,1139.4490788888888,1342.8734219444443,3.115559166666667,0.1962780555555555,30.90213872
Asia Pacific,,1996,12432.23821388889,10894.618527777777,2323.7407083333333,1197.9986388888888,1315.0262241666665,2.7533475,0.2726683333333333,31.45602397
Asia Pacific,,1997,12489.188905555557,11417.957430555556,2510.746723333333,1276.2573555555557,1321.9296325,3.372083333333333,0.4083763888888888,34.93782766
Asia Pacific,,1998,12476.945955555557,11128.71208611111,2567.8117086111106,1328.7548197222222,1407.4285963888888,4.137639444444444,0.5636636111111111,37.54185188
Asia Pacific,,1999,12857.525530555557,11641.613663888887,2772.913458333333,1351.308151111111,1389.5637922222222,5.703469444444444,0.7951849999999999,41.20269497
Asia Pacific,,2000,13345.18638611111,11953.455061111112,2984.2839722222225,1388.9979869444444,1449.0357988888888,7.122075,1.1902344444444446,44.60806485
Asia Pacific,,2001,13958.590725,12038.129183333333,3166.662208333333,1398.0953213888888,1574.3312888888888,9.70713638888889,1.679319722222222,45.24425452
Asia Pacific,,2002,15027.164166666667,12393.476669444444,3313.4200972222225,1423.8587744444444,1587.3305297222223,11.151488055555555,2.27337,47.07413449
Asia Pacific,,2003,17165.075944444445,12892.263663888887,3588.41105,1258.7339694444445,1619.2344752777778,14.550463055555555,3.041939166666667,49.24454746
Asia Pacific,,2004,19317.32373333333,13669.89951388889,3802.256836111111,1435.2830463888888,1892.609466111111,24.8684375,3.9624752777777776,53.02552883
Asia Pacific,,2005,21956.02237222222,13710.207827777776,4084.769525,1487.882218611111,1958.1219508333331,32.330109444444446,4.983099444444444,60.19216537
Asia Pacific,,2006,23642.80388611111,14018.024797222222,4395.146727777777,1518.0190358333334,2142.903205277777,49.63627694444445,6.124030277777777,64.50055645
Asia Pacific,,2007,25616.3761,14482.852108333333,4733.922283333333,1447.0311669444443,2263.586999166667,65.35206777777778,7.300410555555556,71.1346546
Asia Pacific,,2008,26329.33996944444,14439.652811111113,5037.243986111111,1396.1661077777776,2633.883277777777,95.24195777777778,8.79047611111111,78.9708115
Asia Pacific,,2009,27183.127344444445,14547.38245,5156.418522222222,1451.828522222222,2539.734222222222,143.89130111111112,11.496957777777776,87.28922991
Asia Pacific,,2010,28428.534166666668,15502.931177777777,5755.561286111111,1519.949706111111,2861.8982666666666,212.45879472222225,17.566206666666666,99.38898179
Asia Pacific,,2011,30513.81102777777,15961.12981111111,6207.120058333334,1252.018377777778,2896.589011111111,294.26348916666666,31.49365,108.7470051
Asia Pacific,,2012,31166.561055555558,16649.646247222223,6619.577622222222,883.2626152777779,3250.37885,380.50013055555553,45.14840861111112,117.6274048
Asia Pacific,,2013,31996.743583333333,16912.292080555555,6860.6317944444445,880.973838888889,3500.7821027777777,482.5341022222223,82.74915277777778,129.5574817
Asia Pacific,,2014,32394.47069444444,17143.89533611111,7060.499258333333,945.1001430555556,3873.1755805555554,545.3047425,159.87655444444442,148.0775123
Asia Pacific,,2015,32241.419861111117,17916.636108333332,7163.782572222222,1061.8643477777778,3960.607080555556,614.8840633333334,241.20306805555555,165.5571168
Asia Pacific,,2016,32193.87452777777,18587.432608333333,7333.024280555555,1176.1712847222225,4094.5158166666665,782.6226966666667,355.92024,170.8474133
Asia Pacific,,2017,32657.8625,19140.89748333333,7725.9257,1233.9427516666667,4178.5976388888885,967.7444455555556,549.5131630555555,197.4444286
Asia Pacific,,2018,33415.99833333334,19452.122413888887,8297.327563888888,1375.8892158333333,4254.960438888889,1148.1257144444444,768.2560158333333,221.8257512
Asia Pacific,,2019,33992.20091666667,19630.960313888885,8581.197775,1601.9009330555557,4436.087852777778,1261.3062,970.7734255555556,247.8146462
Asia Pacific,,2020,33603.51708333333,18522.626938888887,8615.945644444444,1615.423926111111,4557.304644444444,1412.762093888889,1160.2824633333332,279.0733629
Australia,AUS,1965,202.02777777777777,200.0193586111111,0.0294749999999999,0,21.360433333333333,0,0,0.296
Australia,AUS,1966,209.38888888888889,214.04755194444445,0.0393,0,20.402896666666667,0,0,0.284
Australia,AUS,1967,215.25,234.38776666666664,0.0393,0,21.127187222222226,0,0,0.29
Australia,AUS,1968,221.69444444444449,255.2849877777778,0.304575,0,22.084723888888888,0,0,0.282
Australia,AUS,1969,229.27777777777777,262.4481238888889,4.1265,0,24.12255833333333,0,0,0.281
Australia,AUS,1970,231.69444444444443,290.1954216666666,17.30397472222222,0,28.251908333333333,0,0,0.261
Australia,AUS,1971,232.56944444444449,305.54456472222216,25.826679444444444,0,31.965118888888888,0,0,0.263
