Entity,Code,Year,"Transport (per capita) (CAIT, 2020)"
Angola,AGO,1997,0.07396449704142012
Angola,AGO,1998,0.052083333333333336
Angola,AGO,1999,0.0756286632633768
Angola,AGO,2000,0.06709362610551997
Angola,AGO,2001,0.07081317124985247
Angola,AGO,2002,0.08562132541811747
Angola,AGO,2003,0.15451685889299707
Angola,AGO,2004,0.18658705618935922
Angola,AGO,2005,0.12864052691159825
Angola,AGO,2006,0.16377171215880892
Angola,AGO,2007,0.18655823965558477
Angola,AGO,2008,0.23967551622418878
Angola,AGO,2009,0.25761748245536115
Angola,AGO,2010,0.27830107895187534
Angola,AGO,2011,0.29726270591635356
Angola,AGO,2012,0.2867611916520631
Angola,AGO,2013,0.31519065190651907
Angola,AGO,2014,0.31920421646499886
Angola,AGO,2015,0.3084205996270263
Angola,AGO,2016,0.29124193883919286
Argentina,ARG,1990,0.8706582053404457
Argentina,ARG,1991,0.9069197980591915
Argentina,ARG,1992,0.9573801783530675
Argentina,ARG,1993,1.0509272887842216
Argentina,ARG,1994,1.0783943260762143
Argentina,ARG,1995,1.0996899046743998
Argentina,ARG,1996,1.1206945468989389
Argentina,ARG,1997,1.1386263566761086
Argentina,ARG,1998,1.1784931924687352
Argentina,ARG,1999,1.12704637069131
Argentina,ARG,2000,1.0929999186352417
Argentina,ARG,2001,0.9818650069749973
Argentina,ARG,2002,0.904941351308317
Argentina,ARG,2003,0.918924595673178
Argentina,ARG,2004,0.984620180816793
Argentina,ARG,2005,1.018178078317435
Argentina,ARG,2006,1.0638839399338254
Argentina,ARG,2007,1.0709605886503377
Argentina,ARG,2008,1.1252495009980041
Argentina,ARG,2009,1.0028901020181311
Argentina,ARG,2010,1.06122848200313
Argentina,ARG,2011,1.1931268151016456
Argentina,ARG,2012,1.168722308705544
Argentina,ARG,2013,1.0830410465446962
Argentina,ARG,2014,1.0530512688212392
Argentina,ARG,2015,1.086477074869414
Argentina,ARG,2016,1.0687689620299716
Armenia,ARM,1990,0.847936687394008
Armenia,ARM,1991,0.8273894436519258
Armenia,ARM,1992,0.5227998838222481
Armenia,ARM,1993,0.35682426404995543
Armenia,ARM,1994,0.06090133982947625
Armenia,ARM,1995,0.031084861672365557
Armenia,ARM,1996,0.03156565656565657
Armenia,ARM,1997,0.03191828917969997
Armenia,ARM,1998,0.0321646831778707
Armenia,ARM,1999,0.03237293622531563
Armenia,ARM,2000,0.19543973941368076
Armenia,ARM,2001,0.1966568338249754
Armenia,ARM,2002,0.16479894528675018
Armenia,ARM,2003,0.19880715705765406
Armenia,ARM,2004,0.19993335554815062
Armenia,ARM,2005,0.23482053002348202
Armenia,ARM,2006,0.2366463826910074
Armenia,ARM,2007,0.3750426184793727
Armenia,ARM,2008,0.44704264099037144
Armenia,ARM,2009,0.3808864265927978
Armenia,ARM,2010,0.4518595759471672
Armenia,ARM,2011,0.4518595759471672
Armenia,ARM,2012,0.4507628294036061
Armenia,ARM,2013,0.44858523119392685
Armenia,ARM,2014,0.5151098901098901
Armenia,ARM,2015,0.5126452494873547
Armenia,ARM,2016,0.5449591280653951
Australia,AUS,1990,3.6554448440540064
Australia,AUS,1991,3.52551050090174
Australia,AUS,1992,3.568555338466843
Australia,AUS,1993,3.590297108447424
Australia,AUS,1994,3.640653969324119
Australia,AUS,1995,3.751458900683599
Australia,AUS,1996,3.848479850459069
Australia,AUS,1997,3.8831783325175397
Australia,AUS,1998,3.8413945230537476
Australia,AUS,1999,3.8748137108792844
Australia,AUS,2000,3.949239113264178
Australia,AUS,2001,3.8760093774420423
Australia,AUS,2002,3.9224782227720216
Australia,AUS,2003,3.8931920097839385
Australia,AUS,2004,3.9839034205231387
Australia,AUS,2005,3.929828039050498
Australia,AUS,2006,3.9608301666179475
Australia,AUS,2007,3.9969401415184542
Australia,AUS,2008,3.9986874179636227
Australia,AUS,2009,3.907866304997471
Australia,AUS,2010,3.9539607312119154
Australia,AUS,2011,4.0065666873724375
Australia,AUS,2012,3.9687390848760047
Australia,AUS,2013,3.9690389163620723
Australia,AUS,2014,3.9201559586370567
Australia,AUS,2015,3.9570449607220457
Australia,AUS,2016,3.960763302147302
Austria,AUT,1990,1.7607457276022787
Austria,AUT,1991,1.9426218963077317
Austria,AUT,1992,1.928233942025284
Austria,AUT,1993,1.926001013684744
Austria,AUT,1994,1.9252548131370328
Austria,AUT,1995,1.9399249061326658
Austria,AUT,1996,2.132701421800948
Austria,AUT,1997,2.016681190090875
Austria,AUT,1998,2.2758363387638356
Austria,AUT,1999,2.210905477580425
Austria,AUT,2000,2.3051183541950677
Austria,AUT,2001,2.469745616201531
Austria,AUT,2002,2.692402262109663
Austria,AUT,2003,2.87426614481409
Austria,AUT,2004,2.8964342217354266
Austria,AUT,2005,2.9803731524109525
Austria,AUT,2006,2.812311406155703
Austria,AUT,2007,2.8385855184026942
Austria,AUT,2008,2.6732198513545913
Austria,AUT,2009,2.5797205302758868
Austria,AUT,2010,2.6634958382877527
Austria,AUT,2011,2.578660988881003
Austria,AUT,2012,2.552340625735121
Austria,AUT,2013,2.6647966339410942
Austria,AUT,2014,2.5769007544979683
Austria,AUT,2015,2.6270307639128934
Austria,AUT,2016,2.686635417857551
Azerbaijan,AZE,1990,0.8559988954852962
Azerbaijan,AZE,1991,0.652351182386518
Azerbaijan,AZE,1992,0.5353319057815846
Azerbaijan,AZE,1993,0.48799788973885516
Azerbaijan,AZE,1994,0.41644976574700676
Azerbaijan,AZE,1995,0.42443729903536975
Azerbaijan,AZE,1996,0.3436863543788187
Azerbaijan,AZE,1997,0.40373454453696694
Azerbaijan,AZE,1998,0.37546933667083854
Azerbaijan,AZE,1999,0.19865905140302956
Azerbaijan,AZE,2000,0.2954573433460544
Azerbaijan,AZE,2001,0.3171892155666708
Azerbaijan,AZE,2002,0.35036849099915424
Azerbaijan,AZE,2003,0.37076904676474104
Azerbaijan,AZE,2004,0.4497573677358267
Azerbaijan,AZE,2005,0.49186087363859937
Azerbaijan,AZE,2006,0.5561993047508691
Azerbaijan,AZE,2007,0.4355800091701054
Azerbaijan,AZE,2008,0.5440943096803446
Azerbaijan,AZE,2009,0.470640968175706
Azerbaijan,AZE,2010,0.5425155004428698
Azerbaijan,AZE,2011,0.6341570085283184
Azerbaijan,AZE,2012,0.6907717215326499
Azerbaijan,AZE,2013,0.7778369738945125
Azerbaijan,AZE,2014,0.7889753839680202
Azerbaijan,AZE,2015,0.7274238802868128
Azerbaijan,AZE,2016,0.6676253081347576
Bahrain,BHR,1990,2.0161290322580645
Bahrain,BHR,1991,1.9607843137254901
Bahrain,BHR,1992,2.1032504780114727
Bahrain,BHR,1993,2.2388059701492535
Bahrain,BHR,1994,2.1818181818181817
Bahrain,BHR,1995,2.127659574468085
Bahrain,BHR,1996,2.245250431778929
Bahrain,BHR,1997,2.184873949579832
Bahrain,BHR,1998,2.2801302931596092
Bahrain,BHR,1999,2.3547880690737837
Bahrain,BHR,2000,2.255639097744361
Bahrain,BHR,2001,2.2922636103151866
Bahrain,BHR,2002,2.4489795918367347
Bahrain,BHR,2003,2.5673940949935816
Bahrain,BHR,2004,2.5301204819277108
Bahrain,BHR,2005,2.81214848143982
Bahrain,BHR,2006,2.7139874739039667
Bahrain,BHR,2007,2.7027027027027026
Bahrain,BHR,2008,2.7802690582959646
Bahrain,BHR,2009,2.6160337552742616
Bahrain,BHR,2010,2.49798549556809
Bahrain,BHR,2011,2.347417840375587
Bahrain,BHR,2012,2.4615384615384617
Bahrain,BHR,2013,2.509505703422053
Bahrain,BHR,2014,2.5449101796407185
Bahrain,BHR,2015,2.5510204081632653
Bahrain,BHR,2016,2.5245441795231414
Bangladesh,BGD,1990,0.0164773388128562
Bangladesh,BGD,1991,0.01704561596227237
Bangladesh,BGD,1992,0.01944732552970811
Bangladesh,BGD,1993,0.019936384808474778
Bangladesh,BGD,1994,0.019514272028952086
Bangladesh,BGD,1995,0.023443605105496226
Bangladesh,BGD,1996,0.024649383765405864
Bangladesh,BGD,1997,0.027463153602250313
Bangladesh,BGD,1998,0.027713701164790557
Bangladesh,BGD,1999,0.02476236121095934
Bangladesh,BGD,2000,0.02350028983690799
Bangladesh,BGD,2001,0.029210771087486258
Bangladesh,BGD,2002,0.029438850224188167
Bangladesh,BGD,2003,0.02893346786159416
Bangladesh,BGD,2004,0.032850072270159
Bangladesh,BGD,2005,0.036681147328749386
Bangladesh,BGD,2006,0.03760972673255096
Bangladesh,BGD,2007,0.03785223608579841
Bangladesh,BGD,2008,0.0415788890120856
Bangladesh,BGD,2009,0.04385814871245633
Bangladesh,BGD,2010,0.05014399186073566
Bangladesh,BGD,2011,0.057612565305852514
Bangladesh,BGD,2012,0.057613604757426856
Bangladesh,BGD,2013,0.05367862497253225
Bangladesh,BGD,2014,0.05695166522527179
Bangladesh,BGD,2015,0.05951771451976244
Bangladesh,BGD,2016,0.0620343499134355
Belarus,BLR,1990,1.132893311003842
Belarus,BLR,1991,1.2105107764983762
Belarus,BLR,1992,1.1128619263344497
Belarus,BLR,1993,0.9373458312777504
Belarus,BLR,1994,0.6628413138108429
Belarus,BLR,1995,0.6648144473109745
Belarus,BLR,1996,0.7267297162767545
Belarus,BLR,1997,0.7593166150464582
Belarus,BLR,1998,0.8124373119358074
Belarus,BLR,1999,0.7154373236598146
Belarus,BLR,2000,0.6584278768233387
Belarus,BLR,2001,0.6217510957088982
Belarus,BLR,2002,0.6772009029345372
Belarus,BLR,2003,0.7025519165203017
Belarus,BLR,2004,0.7278777165436207
Belarus,BLR,2005,0.815728927002719
Belarus,BLR,2006,0.9561836713249975
Belarus,BLR,2007,0.9809091867946419
Belarus,BLR,2008,1.121337141648154
Belarus,BLR,2009,1.0283048870984839
Belarus,BLR,2010,1.0826876127799596
Belarus,BLR,2011,1.1577270313329793
Belarus,BLR,2012,1.2424338961452692
Belarus,BLR,2013,1.2945670628183361
Belarus,BLR,2014,1.2298558100084815
Belarus,BLR,2015,1.101811632588198
Belarus,BLR,2016,1.1433410967605337
Belgium,BEL,1990,2.028579994004197
Belgium,BEL,1991,2.0519972108775777
Belgium,BEL,1992,2.133359793609843
Belgium,BEL,1993,2.19389267714201
Belgium,BEL,1994,2.2548247341473022
Belgium,BEL,1995,2.238366385234636
Belgium,BEL,1996,2.292319749216301
Belgium,BEL,1997,2.3082942097026606
Belgium,BEL,1998,2.3639738204552114
Belgium,BEL,1999,2.3793271574841537
Belgium,BEL,2000,2.3828049017700836
Belgium,BEL,2001,2.4517879639499953
Belgium,BEL,2002,2.431259044862518
Belgium,BEL,2003,2.4954410212112488
Belgium,BEL,2004,2.5667938931297707
Belgium,BEL,2005,2.4651559685218545
Belgium,BEL,2006,2.5049439683586026
Belgium,BEL,2007,2.5612263974574687
Belgium,BEL,2008,2.5327024770386863
Belgium,BEL,2009,2.4493554327808473
Belgium,BEL,2010,2.3676752902459093
Belgium,BEL,2011,2.3243145088069728
Belgium,BEL,2012,2.237257555254849
Belgium,BEL,2013,2.178590640129102
Belgium,BEL,2014,2.192317975225025
Belgium,BEL,2015,2.3299078667611623
Belgium,BEL,2016,2.289941870706359
Benin,BEN,1990,0.040176777822418644
Benin,BEN,1991,0.01942124684404739
Benin,BEN,1992,0.018754688672168042
Benin,BEN,1993,0.018109380659181457
Benin,BEN,1994,0.01750087504375219
Benin,BEN,1995,0.016931933626820186
Benin,BEN,1996,0.08204791598293402
Benin,BEN,1997,0.11142948105698822
Benin,BEN,1998,0.10819165378670788
Benin,BEN,1999,0.12004801920768308
Benin,BEN,2000,0.13108068744538307
Benin,BEN,2001,0.1413028119259573
Benin,BEN,2002,0.1644962302947224
Benin,BEN,2003,0.18614545938040153
Benin,BEN,2004,0.18064516129032257
Benin,BEN,2005,0.18792282635930846
Benin,BEN,2006,0.24339783375927954
Benin,BEN,2007,0.2838557066824364
Benin,BEN,2008,0.2759572266298724
Benin,BEN,2009,0.31302403577417554
Benin,BEN,2010,0.34786389824980973
Benin,BEN,2011,0.348800338230631
Benin,BEN,2012,0.3494706547435502
Benin,BEN,2013,0.3798100949525237
Benin,BEN,2014,0.39856129094974235
Benin,BEN,2015,0.434947049924357
Benin,BEN,2016,0.44150110375275936
Bolivia,BOL,1990,0.32046613255644574
Bolivia,BOL,1991,0.32805591213806873
Bolivia,BOL,1992,0.32118419215193406
Bolivia,BOL,1993,0.3692055244085875
Bolivia,BOL,1994,0.3749832596759073
Bolivia,BOL,1995,0.40671739700865917
Bolivia,BOL,1996,0.41136392852551745
Bolivia,BOL,1997,0.3779765654529419
Bolivia,BOL,1998,0.38285784858589605
Bolivia,BOL,1999,0.37543902143635705
Bolivia,BOL,2000,0.3444998812069375
Bolivia,BOL,2001,0.337995337995338
Bolivia,BOL,2002,0.33169392656982727
Bolivia,BOL,2003,0.3480799461037503
Bolivia,BOL,2004,0.37490351747711986
Bolivia,BOL,2005,0.37911611785095317
Bolivia,BOL,2006,0.41511442256519426
Bolivia,BOL,2007,0.4603473530027203
Bolivia,BOL,2008,0.5040633679662586
Bolivia,BOL,2009,0.5260495700556399
Bolivia,BOL,2010,0.5373669021793214
Bolivia,BOL,2011,0.577695094487418
Bolivia,BOL,2012,0.6070533821545577
Bolivia,BOL,2013,0.6640106241699867
Bolivia,BOL,2014,0.7004763239002522
Bolivia,BOL,2015,0.7175712971481141
Bolivia,BOL,2016,0.7432922407541696
Bosnia and Herzegovina,BIH,1990,0.49294196728657863
Bosnia and Herzegovina,BIH,1991,0.43488212405584803
Bosnia and Herzegovina,BIH,1992,0.25980160604629193
Bosnia and Herzegovina,BIH,1993,0.19612650159352782
Bosnia and Herzegovina,BIH,1994,0.254000508001016
Bosnia and Herzegovina,BIH,1995,0.26116479498563594
Bosnia and Herzegovina,BIH,1996,0.26567481402763016
Bosnia and Herzegovina,BIH,1997,0.2944325481798715
Bosnia and Herzegovina,BIH,1998,0.37493304767005886
Bosnia and Herzegovina,BIH,1999,0.3473149879775581
Bosnia and Herzegovina,BIH,2000,0.5598507064782724
Bosnia and Herzegovina,BIH,2001,0.5591054313099041
Bosnia and Herzegovina,BIH,2002,0.5320563979781857
Bosnia and Herzegovina,BIH,2003,0.5582137161084529
Bosnia and Herzegovina,BIH,2004,0.6376195536663124
Bosnia and Herzegovina,BIH,2005,0.6108897742363878
Bosnia and Herzegovina,BIH,2006,0.7702523240371846
Bosnia and Herzegovina,BIH,2007,0.7972362476747277
Bosnia and Herzegovina,BIH,2008,0.9057005860415556
Bosnia and Herzegovina,BIH,2009,0.9368308351177731
Bosnia and Herzegovina,BIH,2010,0.9176788124156544
Bosnia and Herzegovina,BIH,2011,0.9287080032777929
Bosnia and Herzegovina,BIH,2012,0.8876560332871013
Bosnia and Herzegovina,BIH,2013,0.7902907140841094
Bosnia and Herzegovina,BIH,2014,0.8615738081562321
Bosnia and Herzegovina,BIH,2015,0.9040536599591719
Bosnia and Herzegovina,BIH,2016,1.0632014176018902
Botswana,BWA,1990,0.4662004662004662
Botswana,BWA,1991,0.5279034690799397
Botswana,BWA,1992,0.5865102639296188
Botswana,BWA,1993,0.5718370264474626
Botswana,BWA,1994,0.5578800557880056
Botswana,BWA,1995,0.6126616746085772
Botswana,BWA,1996,0.5980066445182725
Botswana,BWA,1997,0.6493506493506493
Botswana,BWA,1998,0.6345177664974619
Botswana,BWA,1999,0.6832298136645963
Botswana,BWA,2000,0.7303712720632988
Botswana,BWA,2001,0.7761194029850746
Botswana,BWA,2002,0.7038123167155425
Botswana,BWA,2003,0.7497116493656286
Botswana,BWA,2004,0.8493771234428086
Botswana,BWA,2005,0.8337965536409117
Botswana,BWA,2006,0.8714596949891068
Botswana,BWA,2007,0.9066666666666666
Botswana,BWA,2008,1.0438413361169103
Botswana,BWA,2009,0.9216589861751152
Botswana,BWA,2010,0.9562154001006542
Botswana,BWA,2011,0.9925558312655086
Botswana,BWA,2012,0.9803921568627451
Botswana,BWA,2013,1.0179350460494427
Botswana,BWA,2014,1.0531354715174726
Botswana,BWA,2015,1.1315417256011315
Botswana,BWA,2016,1.1574074074074074
Brazil,BRA,1990,0.5516667153457735
Brazil,BRA,1991,0.567102764296265
Brazil,BRA,1992,0.5613934714269653
Brazil,BRA,1993,0.5744378644142004
Brazil,BRA,1994,0.5908438323731641
Brazil,BRA,1995,0.6431304777188002
Brazil,BRA,1996,0.6907025148035105
Brazil,BRA,1997,0.7212530771072407
Brazil,BRA,1998,0.7474158846737172
Brazil,BRA,1999,0.7207562383367482
Brazil,BRA,2000,0.7180044624978545
Brazil,BRA,2001,0.7223639359804962
Brazil,BRA,2002,0.7235237108578686
Brazil,BRA,2003,0.7007354179709661
Brazil,BRA,2004,0.7407367151071161
Brazil,BRA,2005,0.7360565318924591
Brazil,BRA,2006,0.7440199081020622
Brazil,BRA,2007,0.7663177825698205
Brazil,BRA,2008,0.7868562203822319
Brazil,BRA,2009,0.7659100087820222
Brazil,BRA,2010,0.8568625647628682
Brazil,BRA,2011,0.9305621980887651
Brazil,BRA,2012,1.0080938141235982
Brazil,BRA,2013,1.035137985236475
Brazil,BRA,2014,1.0509755183365883
Brazil,BRA,2015,0.965413357330099
Brazil,BRA,2016,0.9628303444233798
Brunei,BRN,1990,2.3166023166023164
Brunei,BRN,1991,2.255639097744361
Brunei,BRN,1992,2.554744525547445
Brunei,BRN,1993,2.482269503546099
Brunei,BRN,1994,2.4221453287197234
Brunei,BRN,1995,2.6936026936026938
Brunei,BRN,1996,2.6229508196721314
Brunei,BRN,1997,2.884615384615385
Brunei,BRN,1998,2.5078369905956115
Brunei,BRN,1999,2.4539877300613497
Brunei,BRN,2000,2.4024024024024024
Brunei,BRN,2001,2.3529411764705883
Brunei,BRN,2002,2.5936599423631126
Brunei,BRN,2003,2.54957507082153
Brunei,BRN,2004,2.785515320334262
Brunei,BRN,2005,2.7397260273972606
Brunei,BRN,2006,2.7027027027027026
Brunei,BRN,2007,2.9333333333333336
Brunei,BRN,2008,2.902374670184697
Brunei,BRN,2009,2.8645833333333335
Brunei,BRN,2010,3.0848329048843186
Brunei,BRN,2011,3.2994923857868024
Brunei,BRN,2012,3.2581453634085213
Brunei,BRN,2013,3.217821782178218
Brunei,BRN,2014,3.414634146341463
Brunei,BRN,2015,3.373493975903614
Brunei,BRN,2016,3.0952380952380953
Bulgaria,BGR,1990,0.7239000113109377
Bulgaria,BGR,1991,0.4106307744952663
Bulgaria,BGR,1992,0.437989857076994
Bulgaria,BGR,1993,0.5013992537313433
Bulgaria,BGR,1994,0.46017699115044247
Bulgaria,BGR,1995,0.5012531328320803
Bulgaria,BGR,1996,0.4944524843222382
Bulgaria,BGR,1997,0.5236239649293716
Bulgaria,BGR,1998,0.6635536986974687
Bulgaria,BGR,1999,0.7065823726292302
Bulgaria,BGR,2000,0.6751687921980495
Bulgaria,BGR,2001,0.7060900264783759
Bulgaria,BGR,2002,0.737350622934147
Bulgaria,BGR,2003,0.8200922603792927
Bulgaria,BGR,2004,0.8779857972885733
Bulgaria,BGR,2005,0.988682190711591
Bulgaria,BGR,2006,1.0614598348840256
Bulgaria,BGR,2007,1.0558268443975187
Bulgaria,BGR,2008,1.103136629452419
Bulgaria,BGR,2009,1.0703773080010703
Bulgaria,BGR,2010,1.0505050505050504
Bulgaria,BGR,2011,1.0841577449518904
Bulgaria,BGR,2012,1.118080174529588
Bulgaria,BGR,2013,1.0013717421124828
Bulgaria,BGR,2014,1.1316588462600052
Bulgaria,BGR,2015,1.25
Bulgaria,BGR,2016,1.272371364653244
Cambodia,KHM,1995,0.11261261261261261
Cambodia,KHM,1996,0.10925976509150505
Cambodia,KHM,1997,0.106204088857421
Cambodia,KHM,1998,0.12067925178863889
Cambodia,KHM,1999,0.11778563015312131
Cambodia,KHM,2000,0.10695187165775401
Cambodia,KHM,2001,0.12091898428053204
Cambodia,KHM,2002,0.10286437727488526
Cambodia,KHM,2003,0.10889856876166769
Cambodia,KHM,2004,0.10714832389407622
Cambodia,KHM,2005,0.1130113764785655
Cambodia,KHM,2006,0.11871197507048524
Cambodia,KHM,2007,0.14619883040935672
Cambodia,KHM,2008,0.14405070584845864
Cambodia,KHM,2009,0.19157088122605365
Cambodia,KHM,2010,0.21660145332588038
Cambodia,KHM,2011,0.22694450175366207
Cambodia,KHM,2012,0.23004059539918809
Cambodia,KHM,2013,0.23292958871289765
Cambodia,KHM,2014,0.24877250409165305
Cambodia,KHM,2015,0.2706011210617873
Cambodia,KHM,2016,0.31713814537612584
Cameroon,CMR,1990,0.15280135823429541
Cameroon,CMR,1991,0.13181743285549516
Cameroon,CMR,1992,0.12801024081926557
Cameroon,CMR,1993,0.13215174129353233
Cameroon,CMR,1994,0.13604413876502156
Cameroon,CMR,1995,0.125
Cameroon,CMR,1996,0.12168062415002505
Cameroon,CMR,1997,0.12548800892359174
Cameroon,CMR,1998,0.12904102146155935
Cameroon,CMR,1999,0.10586911930126382
Cameroon,CMR,2000,0.12247002707232177
Cameroon,CMR,2001,0.11927930190219097
Cameroon,CMR,2002,0.12837755226800343
Cameroon,CMR,2003,0.12499255996666865
Cameroon,CMR,2004,0.12746972594008923
Cameroon,CMR,2005,0.11842327863305702
Cameroon,CMR,2006,0.10425812115891132
Cameroon,CMR,2007,0.11211959423384944
Cameroon,CMR,2008,0.11426790630031684
Cameroon,CMR,2009,0.12632642748863063
Cameroon,CMR,2010,0.13273683693033775
Cameroon,CMR,2011,0.1339328422462451
Cameroon,CMR,2012,0.13497789155224574
Cameroon,CMR,2013,0.14041762920686687
Cameroon,CMR,2014,0.1454898157129001
Cameroon,CMR,2015,0.13305863164220105
Cameroon,CMR,2016,0.13374012621724413
Canada,CAN,1990,4.527794923931593
Canada,CAN,1991,4.3386281329556455
Canada,CAN,1992,4.435941043083901
Canada,CAN,1993,4.455653635981505
Canada,CAN,1994,4.62215446450227
Canada,CAN,1995,4.701001234398573
Canada,CAN,1996,4.766107678729038
Canada,CAN,1997,4.871898325600162
Canada,CAN,1998,4.913063753247619
Canada,CAN,1999,4.989604989604989
Canada,CAN,2000,4.903883876029815
Canada,CAN,2001,4.786269430051814
Canada,CAN,2002,4.823914298543845
Canada,CAN,2003,4.862169715447154
Canada,CAN,2004,4.963067735344963
Canada,CAN,2005,4.915433403805497
Canada,CAN,2006,4.880597473645389
Canada,CAN,2007,5.06513619385989
Canada,CAN,2008,4.997300377947087
Canada,CAN,2009,4.833165412197001
Canada,CAN,2010,4.928546327749795
Canada,CAN,2011,4.864066707200555
Canada,CAN,2012,4.870855048393563
Canada,CAN,2013,4.949429129954386
Canada,CAN,2014,4.890085240017945
Canada,CAN,2015,4.793627001970744
Canada,CAN,2016,4.738476761124701
Chile,CHL,1990,0.6854990583804143
Chile,CHL,1991,0.703964431270841
Chile,CHL,1992,0.750728862973761
Chile,CHL,1993,0.817497310864109
Chile,CHL,1994,0.868276154171961
Chile,CHL,1995,0.9456922328071761
Chile,CHL,1996,1.0146020429149243
Chile,CHL,1997,1.0618152306235626
Chile,CHL,1998,1.1082921618373616
Chile,CHL,1999,1.1013651652047747
Chile,CHL,2000,1.1080693521053318
Chile,CHL,2001,1.037638566640887
Chile,CHL,2002,1.058403468502933
Chile,CHL,2003,1.028391167192429
Chile,CHL,2004,1.0552606931002184
Chile,CHL,2005,1.1493542606438858
Chile,CHL,2006,1.11892387649037
Chile,CHL,2007,1.1978221415607986
Chile,CHL,2008,1.232942303088341
Chile,CHL,2009,1.2258675826128154
Chile,CHL,2010,1.2541757018109359
Chile,CHL,2011,1.2707438783799465
Chile,CHL,2012,1.2873563218390804
Chile,CHL,2013,1.3942636011837013
Chile,CHL,2014,1.3289036544850499
Chile,CHL,2015,1.4024152707440591
Chile,CHL,2016,1.4498325004118842
China,CHN,1990,0.08004187546210163
China,CHN,1991,0.084416339360404
China,CHN,1992,0.09215130740827564
China,CHN,1993,0.10321483661849475
China,CHN,1994,0.094632610061823
China,CHN,1995,0.10274626999611643
China,CHN,1996,0.13582223933021395
China,CHN,1997,0.11592746434245525
China,CHN,1998,0.11045754208940223
China,CHN,1999,0.12297944153300154
China,CHN,2000,0.1927083798251017
China,CHN,2001,0.19590033571267337
China,CHN,2002,0.2116491858768351
China,CHN,2003,0.23827192439877254
China,CHN,2004,0.2805564149611255
China,CHN,2005,0.29854759996645086
China,CHN,2006,0.32486333624066593
China,CHN,2007,0.34814420091791437
China,CHN,2008,0.3746391879606134
China,CHN,2009,0.37989404025697254
China,CHN,2010,0.4155431222248031
China,CHN,2011,0.45179867919434924
China,CHN,2012,0.4956632349461246
China,CHN,2013,0.5324441750782548
China,CHN,2014,0.5506433412108439
China,CHN,2015,0.587981075425348
China,CHN,2016,0.5965139720643801
Colombia,COL,1990,0.4924025012838716
Colombia,COL,1991,0.5065465963623438
Colombia,COL,1992,0.5229061964384277
Colombia,COL,1993,0.5215012396340942
Colombia,COL,1994,0.47540479319891493
Colombia,COL,1995,0.557370747645589
Colombia,COL,1996,0.5637069802567698
Colombia,COL,1997,0.5805322871381614
Colombia,COL,1998,0.5578146178709206
Colombia,COL,1999,0.4897561475935281
Colombia,COL,2000,0.4693414080242241
Colombia,COL,2001,0.48439984101748806
Colombia,COL,2002,0.4232415902140673
Colombia,COL,2003,0.4290810915051586
Colombia,COL,2004,0.4824603099153912
Colombia,COL,2005,0.48067904708309883
